condition,structure_rank,seed,sample,cif_path,PC1,PC2
WT mono apo,628,152,4,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-152_sample-4/model.cif,20.740535553969185,-1.0441982669205196
WT mono apo,629,35,2,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-35_sample-2/model.cif,-23.08817047566118,-0.5524965755901556
WT mono apo,630,48,3,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-48_sample-3/model.cif,21.282111809884068,-0.9442194963653322
WT mono apo,631,138,3,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-138_sample-3/model.cif,-22.885097340474033,-0.7416834512251831
WT mono apo,632,66,2,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-66_sample-2/model.cif,-23.22174457369506,-0.30460028945839535
WT mono apo,633,109,4,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-109_sample-4/model.cif,21.405486631169925,-0.9703034780790931
WT mono apo,634,246,2,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-246_sample-2/model.cif,-23.48659085551541,-1.0157955348735501
WT mono apo,635,56,1,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-56_sample-1/model.cif,-23.007004938804144,3.4986994157120894
WT mono apo,636,76,3,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-76_sample-3/model.cif,-22.6910495839958,-0.6902046846603234
WT mono apo,637,207,3,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-207_sample-3/model.cif,-22.74523345188737,3.6208463009062095
WT mono apo,638,146,2,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-146_sample-2/model.cif,20.952612557048308,3.116171291131261
WT mono apo,639,159,1,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-159_sample-1/model.cif,-22.512639123195335,-0.44723690217327255
WT mono apo,640,106,3,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-106_sample-3/model.cif,-21.927607493665732,-0.7192952671310721
WT mono apo,641,92,0,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-92_sample-0/model.cif,21.414879280919823,-1.0724765027032257
WT mono apo,642,163,3,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-163_sample-3/model.cif,-22.50807033692325,-0.552906655480948
WT mono apo,643,24,0,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-24_sample-0/model.cif,-22.39473481635917,3.1360876951079497
WT mono apo,644,126,1,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-126_sample-1/model.cif,20.421136406154346,-0.7534304299242813
WT mono apo,645,101,0,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-101_sample-0/model.cif,-23.357813825019463,-0.7472858056098521
WT mono apo,646,163,1,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-163_sample-1/model.cif,-22.8179418364458,-0.9400535905955844
WT mono apo,647,87,4,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-87_sample-4/model.cif,20.470812095133414,2.0466757391217762
WT mono apo,648,96,2,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-96_sample-2/model.cif,-22.54784193243702,-0.8535689763163484
WT mono apo,649,8,0,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-8_sample-0/model.cif,21.27721708828215,-0.8549502094465635
WT mono apo,650,54,4,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-54_sample-4/model.cif,20.733758071988436,-0.8188824807721967
WT mono apo,651,33,2,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-33_sample-2/model.cif,-22.629687851473133,-0.8340852388906995
WT mono apo,652,231,0,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-231_sample-0/model.cif,-23.344425383978155,-0.6200968637889545
WT mono apo,653,34,4,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-34_sample-4/model.cif,-23.268221735244882,3.3379373413955085
WT mono apo,654,203,0,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-203_sample-0/model.cif,-22.566312025368056,-0.547235731523196
WT mono apo,655,161,0,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-161_sample-0/model.cif,21.746100824892128,-1.5195788131329429
WT mono apo,656,180,0,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-180_sample-0/model.cif,-22.821898052809278,-0.6868027852860723
WT mono apo,657,167,0,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-167_sample-0/model.cif,-23.10788396337563,-0.7136988947184728
WT mono apo,658,58,4,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-58_sample-4/model.cif,-24.856160690129855,-0.6208963763003439
WT mono apo,659,82,4,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-82_sample-4/model.cif,21.60053225739535,1.7110479429607526
WT mono apo,660,40,2,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-40_sample-2/model.cif,-22.843399093055872,3.6483519068745434
WT mono apo,661,55,2,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-55_sample-2/model.cif,-22.530739517046374,2.9794171685713664
WT mono apo,662,113,0,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-113_sample-0/model.cif,22.099374635114184,-1.463419066303979
WT mono apo,663,246,3,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-246_sample-3/model.cif,-23.07212004884445,3.2341128691368946
WT mono apo,664,213,0,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-213_sample-0/model.cif,-22.54493399639207,3.262621950205217
WT mono apo,665,181,0,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-181_sample-0/model.cif,-22.920349132970898,-0.6238938177754041
WT mono apo,666,128,1,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-128_sample-1/model.cif,21.688977788924223,2.8644116252227247
WT mono apo,667,211,4,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-211_sample-4/model.cif,20.273190870286726,-1.4124934640676947
WT mono apo,668,230,2,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-230_sample-2/model.cif,20.811087118521527,3.0969893045880936
WT mono apo,669,161,3,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-161_sample-3/model.cif,-23.23011778649666,-0.541854147992157
WT mono apo,670,75,1,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-75_sample-1/model.cif,20.574954740415507,-1.0551095405837971
WT mono apo,671,121,4,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-121_sample-4/model.cif,-24.02537642854489,-1.0454437748993548
WT mono apo,672,86,0,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-86_sample-0/model.cif,-23.154222407184122,-0.35134798758515123
WT mono apo,673,229,4,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-229_sample-4/model.cif,-22.99375013029563,-0.768058981973202
WT mono apo,674,134,1,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-134_sample-1/model.cif,20.764848942089294,-0.72584866419686
WT mono apo,675,151,2,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-151_sample-2/model.cif,-23.107904582501803,-1.1014267235808364
WT mono apo,676,151,0,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-151_sample-0/model.cif,-22.872751768283457,-0.8730714294917457
WT mono apo,677,168,2,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-168_sample-2/model.cif,21.144144740739705,-1.0295381419945018
WT mono apo,678,168,0,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-168_sample-0/model.cif,20.524890198400882,-1.3202325746532253
WT mono apo,679,126,4,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-126_sample-4/model.cif,20.313046209442785,-1.0388357265505979
WT mono apo,680,172,4,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-172_sample-4/model.cif,-21.987548786319504,-0.9320476326911017
WT mono apo,681,92,3,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-92_sample-3/model.cif,-24.11692993769224,-0.8079520901233156
WT mono apo,682,209,2,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-209_sample-2/model.cif,-22.867362467466616,2.9425607929990703
WT mono apo,683,47,0,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-47_sample-0/model.cif,-22.714476796294743,3.213447597060538
WT mono apo,684,131,2,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-131_sample-2/model.cif,-22.60240193131856,3.9906658180755827
WT mono apo,685,8,3,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-8_sample-3/model.cif,21.36720934167419,2.634486776491928
WT mono apo,686,22,4,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-22_sample-4/model.cif,-22.640810443632656,-0.8949444387172947
WT mono apo,687,123,3,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-123_sample-3/model.cif,-24.607122938519495,-1.0500764351215908
WT mono apo,688,198,4,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-198_sample-4/model.cif,-23.204688311903993,-0.4277122841618871
WT mono apo,689,124,2,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-124_sample-2/model.cif,21.54398746096593,-1.3089532975273575
WT mono apo,690,159,3,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-159_sample-3/model.cif,-22.68124592161284,-1.0256176653841833
WT mono apo,691,52,0,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-52_sample-0/model.cif,20.75486231941928,-0.993263384666271
WT mono apo,692,128,2,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-128_sample-2/model.cif,-22.906924339584357,-0.6064005115357002
WT mono apo,693,6,4,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-6_sample-4/model.cif,-22.260420425288448,-0.7065427559844639
WT mono apo,694,222,2,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-222_sample-2/model.cif,-24.056398973971106,-0.6759353807359264
WT mono apo,695,22,1,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-22_sample-1/model.cif,-22.800835527751822,3.4762702821121674
WT mono apo,696,129,1,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-129_sample-1/model.cif,21.485884735756393,3.083098800875852
WT mono apo,697,47,3,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-47_sample-3/model.cif,-23.055664320947102,-0.5358162209294294
WT mono apo,698,103,4,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-103_sample-4/model.cif,-22.85140652384197,-0.45511675195899653
WT mono apo,699,124,0,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-124_sample-0/model.cif,21.5163307813093,3.1055303322700696
WT mono apo,700,153,4,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-153_sample-4/model.cif,-23.398378123068095,-0.5053810587730726
WT mono apo,701,105,0,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-105_sample-0/model.cif,-23.793464807760653,-0.5943922249959763
WT mono apo,702,41,1,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-41_sample-1/model.cif,-23.657620162176,-0.9038937633093607
WT mono apo,703,48,2,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-48_sample-2/model.cif,-23.75677145964861,-0.5792429426266394
WT mono apo,704,13,0,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-13_sample-0/model.cif,20.453650467214803,-0.9079380598737783
WT mono apo,705,32,3,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-32_sample-3/model.cif,-22.08255662707683,-1.1707571361736078
WT mono apo,706,29,0,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-29_sample-0/model.cif,-23.073211392157383,-0.6865106131047357
WT mono apo,707,109,2,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-109_sample-2/model.cif,-23.489814106271627,3.5930382204004285
WT mono apo,708,82,0,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-82_sample-0/model.cif,19.97550654654101,-0.9241283683729132
WT mono apo,709,73,4,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-73_sample-4/model.cif,-22.732036085785,-0.5653273341128484
WT mono apo,710,102,0,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-102_sample-0/model.cif,22.474700093222545,2.995849158349021
WT mono apo,711,179,2,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-179_sample-2/model.cif,-22.66055297556964,-0.9350824394555499
WT mono apo,712,102,3,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-102_sample-3/model.cif,-21.851808251269432,-0.16398387287641777
WT mono apo,713,157,1,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-157_sample-1/model.cif,-24.180800028888754,-0.7693768015850883
WT mono apo,714,81,2,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-81_sample-2/model.cif,-22.936381044811817,-0.7401196439946794
WT mono apo,715,92,1,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-92_sample-1/model.cif,-23.48680539781679,-0.5602718885477586
WT mono apo,716,38,4,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-38_sample-4/model.cif,-23.585733248652765,-0.9980264926637824
WT mono apo,717,173,4,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-173_sample-4/model.cif,-22.53800242697118,-0.806983891066282
WT mono apo,718,26,3,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-26_sample-3/model.cif,-22.721335592029646,3.3970982738272464
WT mono apo,719,222,1,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-222_sample-1/model.cif,-23.423063214858256,-0.6520658806012509
WT mono apo,720,39,2,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-39_sample-2/model.cif,21.106769260010687,-1.3885784402117987
WT mono apo,721,151,1,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-151_sample-1/model.cif,-22.650363834139487,-0.42398889029555736
WT mono apo,722,120,4,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-120_sample-4/model.cif,-22.256668930649546,-0.7084601593400478
WT mono apo,723,8,4,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-8_sample-4/model.cif,-25.679880693139133,-0.3578556848728138
WT mono apo,724,210,1,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-210_sample-1/model.cif,-22.509745837609884,-1.0636717761841006
WT mono apo,725,52,4,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-52_sample-4/model.cif,-22.75414720768733,-0.9013492146770724
WT mono apo,726,32,1,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-32_sample-1/model.cif,-24.822914844616367,-1.0170474531544105
WT mono apo,727,26,0,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-26_sample-0/model.cif,-22.839932322465465,-0.6362337086036443
WT mono apo,728,210,0,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-210_sample-0/model.cif,-22.670612941334884,-0.6162196545604476
WT mono apo,729,24,2,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-24_sample-2/model.cif,-22.442174180698075,-0.61775874951706
WT mono apo,730,215,0,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-215_sample-0/model.cif,-22.022485763629327,-0.65027942377456
WT mono apo,731,49,2,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-49_sample-2/model.cif,-22.26853023746557,-1.080773881636022
WT mono apo,732,75,0,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-75_sample-0/model.cif,20.419249053507507,-0.8056318249778209
WT mono apo,733,58,3,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-58_sample-3/model.cif,21.76889869380339,2.9702721064182946
WT mono apo,734,222,0,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-222_sample-0/model.cif,21.209579834791047,-1.4236115784473213
WT mono apo,735,103,0,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-103_sample-0/model.cif,21.06277125098627,0.3872573689220382
WT mono apo,736,146,0,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-146_sample-0/model.cif,-23.30231008741929,-0.6990278365398518
WT mono apo,737,80,1,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-80_sample-1/model.cif,-23.553963678757338,-0.33272493485770294
WT mono apo,738,76,4,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-76_sample-4/model.cif,-22.851878661096503,-0.7756571674592656
WT mono apo,739,230,1,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-230_sample-1/model.cif,20.704796706677207,-0.8208385200240524
WT mono apo,740,48,1,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-48_sample-1/model.cif,-24.207149918134267,-0.939097153998538
WT mono apo,741,39,0,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-39_sample-0/model.cif,21.23911395960153,-1.3592000749080713
WT mono apo,742,46,3,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-46_sample-3/model.cif,20.49571312899839,3.085045201295722
WT mono apo,743,48,0,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-48_sample-0/model.cif,20.85145385511391,3.0389235348567905
WT mono apo,744,181,4,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-181_sample-4/model.cif,-23.139431839499625,3.177781390408241
WT mono apo,745,26,2,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-26_sample-2/model.cif,21.25044176266619,-1.244154674891756
WT mono apo,746,97,0,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-97_sample-0/model.cif,20.776291428830017,-1.5282421487846407
WT mono apo,747,126,2,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-126_sample-2/model.cif,20.461422921956355,-1.067415983122209
WT mono apo,748,75,3,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-75_sample-3/model.cif,21.311508158383603,-1.073774303624167
WT mono apo,749,39,3,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-39_sample-3/model.cif,21.37200683364523,2.889615738516012
WT mono apo,750,105,3,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-105_sample-3/model.cif,-23.812484283872035,-0.8369343574380511
WT mono apo,751,103,2,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-103_sample-2/model.cif,-23.607593463325298,-0.829217604862571
WT mono apo,752,232,1,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-232_sample-1/model.cif,-23.017880862975755,-0.6715194597873787
WT mono apo,753,89,0,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-89_sample-0/model.cif,-23.772245647139776,-1.014570072285785
WT mono apo,754,30,4,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-30_sample-4/model.cif,-23.11149391353791,-0.8406876265464169
WT mono apo,755,129,0,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-129_sample-0/model.cif,-23.849380186385513,-0.87131079545383
WT mono apo,756,233,4,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-233_sample-4/model.cif,-23.227718030454774,-0.7516356273243127
WT mono apo,757,224,2,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-224_sample-2/model.cif,-22.680935251313908,-0.5094770191597358
WT mono apo,758,75,2,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-75_sample-2/model.cif,20.88564460491507,3.561381325207147
WT mono apo,759,223,2,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-223_sample-2/model.cif,21.601976281175922,-1.0609892429359975
WT mono apo,760,223,1,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-223_sample-1/model.cif,20.419656764958134,-1.0956130663888384
WT mono apo,761,105,2,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-105_sample-2/model.cif,20.517885581057442,-1.2485426302981044
WT mono apo,762,26,1,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-26_sample-1/model.cif,20.602546534346803,3.074851540911957
